Cluster,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE
0,789.3812893315342,0.8355550598626105,516.9049133137063,264.9308374223094,252.2951357540072,316.6142208159961,0.4745793689892051,0.1409002667648021,0.3489777070657507,0.06731214082433759,1.1792607131174353,8.93146876022244,3292.5664652668247,900.2134416638861,536.3018714778113,0.15769474697415767,11.477428851815505,1.822047759241086,1.3567222767419038,0.7487733071638861,0.8025842329080798,0.7168792934249264,3.3959764474975467,1.8691527641478574,1.4048086359175662,8.548249918220478,5.000981354268891,1.5664049721949624,3.6959437356885836,0.8022571148184494,1.6727183513248283,2.0529931305201177,0.44340857049394833
1,3925.835034261108,0.9567941746804626,361.74582471089474,241.2678636640292,120.55323189287887,3791.8931113968347,0.21458992574558736,0.10623202008520999,0.12855180584297018,0.4370042440657334,12.088861838101035,5.095556908094948,6606.799277006696,2967.796217132684,1762.9545248868026,0.03177510529519172,11.372489348752282,3.752891052951917,0.8350578210590384,0.6165550821667681,0.3761412051125989,3.5824710894704808,4.488740109555691,3.0779062690200854,2.484479610468655,9.663420572124163,2.309190505173463,1.191722458916616,1.3901399878271454,4.780279975654291,0.36457699330493,1.1253804017041997,2.623858794887401
2,2284.681930808885,0.9815394207879297,4378.8585331098075,2754.5048030176026,1624.8566638725902,498.77345219782063,0.9509538122380554,0.6504550108968986,0.7685279874266555,0.06705464459346186,1.680637049455155,57.56412405699916,7744.8449287510475,4301.461281257334,1306.927600189552,0.3012522405699916,11.921207041072925,2.669740150880134,3.836546521374686,2.9555741827326067,2.4467728415758594,0.7032690695725062,4.761106454316848,3.7041072925398155,1.8868398994132438,9.885163453478626,9.659681475272423,6.824811399832355,7.924559932942163,0.768650461022632,3.176865046102263,6.14501257334451,0.46437552388935455
